Country,Year,GDP,GDP Per Capita,GDP PPP,GDP PPP Per Capita,Access to electricity (% of population),Population,Life Expectancy,Health Percentage Expenditure,Total Health Expenditure,Adult Mortality,Infant Deaths per 1000 population,Under-Five Deaths per 1000,Hepatitis B Immunisation,Polio Immunisation (%),Measles Reported Cases per 1000 population,Average Body Mass Index,Diphtheria Immunisation (%),HIV/AIDS Deaths per 1000 population,Country Classification
Solomon Islands,2014,1156563123,1970.029796,1301122671,2216.265053,42.60435486,587079,70.5,3.718438799,5.5,183,0,0,88,94,0,49.7,88,0.1,Least Developed Country
Solomon Islands,2015,1129164719,1872.165374,1348467487,2235.771359,55.1,603133,70.9,0,,177,0,0,98,99,0,5.5,98,0.1,Least Developed Country
South Africa,2000,1.36362E+11,3032.439182,3.47E+11,7719.255099,71.33917999,44967713,59,45.96380839,8.7,397,51,73,73,71,1459,4.1,73,21.3,Developing Country
South Africa,2001,1.21601E+11,2668.365682,3.64E+11,7994.262776,70.2,45571272,57.9,365.2585722,8.31,429,52,76,72,71,1166,4.9,71,24,Developing Country
South Africa,2002,1.15748E+11,2508.035109,3.84E+11,8315.442736,77.1,46150913,56.8,346.5316007,8.9,459,54,79,72,7,1043,41.6,7,26.6,Developing Country
South Africa,2003,1.75257E+11,3751.282251,4.02E+11,8613.586151,78.8,46719203,55.8,519.1563781,8.26,485,55,82,71,7,244,42.2,69,28.9,Developing Country
South Africa,2004,2.28937E+11,4840.971747,4.32E+11,9136.414314,80.9,47291610,54.9,622.043809,7.93,497,55,83,76,73,830,42.9,74,29.7,Developing Country
South Africa,2005,2.57671E+11,5381.541598,4.69E+11,9796.155777,80.9,47880595,54.4,709.3170967,7.77,498,55,84,79,75,615,43.6,79,29.5,Developing Country
South Africa,2006,2.71811E+11,5605.570084,5.10E+11,10524.34498,80.7,48489464,54.4,732.1255305,7.57,496,54,82,83,79,81,44.3,82,28.1,Developing Country
South Africa,2007,2.99034E+11,6087.844779,5.52E+11,11240.25877,82,49119766,54.8,805.490079,7.53,486,51,79,83,79,31,45,82,26.4,Developing Country
South Africa,2008,2.871E+11,5767.437459,5.81E+11,11667.84959,81.9,49779472,55.6,780.0336423,7.75,473,50,75,76,77,39,45.7,79,23.5,Developing Country
South Africa,2009,2.97217E+11,5888.160036,5.76E+11,11416.00124,82.7,50477013,56.8,782.5987144,8.39,449,46,70,74,75,5857,46.4,76,19,Developing Country
South Africa,2010,3.75298E+11,7327.613415,6.01E+11,11728.1598,82.9,51216967,58,1038.885632,8.5,428,43,62,71,72,12499,47.2,72,11,Developing Country
South Africa,2011,4.16878E+11,8016.308253,6.33E+11,12179.27091,84.7,52003759,59.1,123.753335,8.61,413,43,58,76,69,92,47.9,69,8.5,Developing Country
South Africa,2012,3.96333E+11,7501.659124,6.60E+11,12488.53373,85.3,52832659,60.7,1089.954838,8.79,48,43,56,68,65,32,48.7,65,7.6,Developing Country
South Africa,2013,3.6681E+11,6832.364637,6.88E+11,12816.23099,85.4,53687125,61.9,978.5905287,8.78,371,43,54,7,73,25,49.5,73,4.5,Developing Country
South Africa,2014,3.51119E+11,6437.333501,7.14E+11,13090.9105,86,54544184,62.8,922.0507313,8.8,347,42,52,8,77,66,5.3,77,3.7,Developing Country
South Africa,2015,3.17611E+11,5734.456422,7.30E+11,13185.25281,85.5,55386369,63.3,0,,328,42,52,75,75,17,51.1,75,3.6,Developing Country
South Sudan,2000,,0,,0,0.01,619936,49.7,,0,38,31,50,,,0,,,2.7,Least Developed Country
South Sudan,2001,,0,,0,0.01,6447791,50.4,,0,381,30,49,,,0,,,3,Least Developed Country
South Sudan,2002,,0,,0,0.01,6688225,50.9,,0,382,30,48,,,0,,,3.3,Least Developed Country
South Sudan,2003,,0,,0,0.01,6935665,51.4,,0,383,29,46,,,0,,,3.5,Least Developed Country
South Sudan,2004,,0,,0,0.011315047,7213354,51.9,,0,383,29,45,,,0,,,3.8,Least Developed Country
South Sudan,2005,,0,,0,0.033698916,7535931,52.4,,0,383,28,44,,,0,,,3.9,Least Developed Country
South Sudan,2006,,0,,0,0.15520826,7907407,53,,0,383,28,43,,,0,,,4.1,Least Developed Country
South Sudan,2007,,0,,0,0.502949536,8315144,53.6,,0,381,27,43,,,0,,,4.2,Least Developed Country
South Sudan,2008,15550136279,1779.816562,27667638184,3166.745281,1.021752357,8736932,54.3,0,,377,27,42,,,0,,,4.2,Least Developed Country
South Sudan,2009,12231362023,1337.892895,29284099698,3203.158311,3,9142258,55,0,,369,27,42,,,0,,,4.2,Least Developed Country
South Sudan,2010,15727363443,1654.054284,31252775721,3286.869269,1.5,9508372,55.9,0,,359,27,41,,,0,,,4,Least Developed Country
South Sudan,2011,17826697892,1813.371068,30425094488,3094.907785,3.918669462,9830695,56.4,0,,355,27,41,,66,1256,,61,3.9,Least Developed Country
South Sudan,2012,10368813559,1025.229824,16719180004,1653.130503,4.912345409,10113648,57,38.3382324,2.77,347,26,40,,64,1952,,59,3.8,Least Developed Country
South Sudan,2013,13257635695,1280.308767,19246294530,1858.642083,5.915032864,10355030,57.1,47.44453,2.62,345,26,40,,5,525,,45,3.6,Least Developed Country
South Sudan,2014,13282084034,1258.382996,20271999878,1920.627808,6.923728466,10554882,57.3,46.0744686,2.74,343,26,39,,44,441,,39,3.5,Least Developed Country
South Sudan,2015,9015221096,841.3129588,,0,7.935427666,10715657,58.2,0,,332,26,39,31,41,878,,31,3.4,Least Developed Country
Spain,2000,5.95403E+11,14584.35605,8.76E+11,21451.42323,100,40824745,79.4,1934.398154,7.21,86,2,2,77,95,152,57.6,95,0.1,Developed Country
Spain,2001,6.25976E+11,15149.67229,9.38E+11,22698.15548,100,41319431,79.7,2044.169761,7.24,84,2,2,83,95,0,58.2,96,0.1,Developed Country
Spain,2002,7.05146E+11,16821.3911,1.01E+12,24087.86057,100,41919593,79.9,228.3543024,7.25,83,2,2,82,98,67,58.8,98,0.1,Developed Country
Spain,2003,9.06853E+11,21289.40714,1.06E+12,24778.25791,100,42596455,79.8,3205.019918,7.99,83,2,2,81,99,256,59.3,98,0.1,Developed Country
Spain,2004,1.06956E+12,24696.29122,1.12E+12,25886.72101,100,43308345,80.4,3715.370095,8.5,79,2,2,97,97,26,59.9,97,0.1,Developed Country
Spain,2005,1.15728E+12,26290.31454,1.21E+12,27377.41749,100,44019118,80.4,405.4475981,8.12,77,2,2,96,96,22,6.5,96,0.1,Developed Country
Spain,2006,1.26455E+12,28271.67856,1.36E+12,30461.10034,100,44728561,81.1,4460.390006,8.23,73,2,2,97,98,362,61.1,98,0.1,Developed Country
Spain,2007,1.47934E+12,32563.76599,1.47E+12,32293.74595,100,45429071,81.1,510.9327012,8.36,72,2,2,96,96,267,61.7,96,0.1,Developed Country
Spain,2008,1.63502E+12,35490.72235,1.53E+12,33180.45143,100,46068811,81.5,5596.535203,8.8,7,2,2,97,97,297,62.3,97,0.1,Developed Country
Spain,2009,1.4991E+12,32180.87147,1.49E+12,31946.95415,100,46583566,81.8,5047.254058,9.52,66,2,2,96,96,41,62.9,96,0.1,Developed Country
Spain,2010,1.43162E+12,30504.70721,1.48E+12,31441.14522,100,46931011,82.1,578.7417172,9.56,64,1,2,97,97,302,63.5,97,0.1,Developed Country
Spain,2011,1.48807E+12,31604.35838,1.49E+12,31636.80573,100,47084242,82.4,4873.8188,9.48,63,1,2,97,97,3802,64.1,97,0.1,Developed Country
Spain,2012,1.33602E+12,28387.84767,1.48E+12,31524.65966,100,47063059,82.4,4255.781693,9.39,61,1,2,96,97,1204,64.8,97,0.1,Developed Country
Spain,2013,1.36185E+12,29018.49841,1.51E+12,32219.40846,100,46930554,82.9,423.680459,9.1,6,1,2,95,96,131,65.4,96,0.1,Developed Country
Spain,2014,1.37691E+12,29435.05408,1.56E+12,33312.84848,100,46777927,83,42.98847625,9.3,58,1,1,96,97,154,66,97,0.1,Developed Country
Spain,2015,1.19779E+12,25664.038,1.62E+12,34742.6059,100,46671919,82.7,0,,56,1,1,97,97,115,66.6,97,0.1,Developed Country
Sri Lanka,2000,16330814180,869.696285,82827767703,4410.98656,69.58618927,18777606,71.6,60.4909815,3.77,175,5,6,,99,16527,14.1,99,0.1,Developing Country
Sri Lanka,2001,15746229582,832.6172211,83336429453,4406.600701,63.6,18911727,72.9,53.61278637,3.81,16,5,6,,98,309,14.6,98,0.1,Developing Country
Sri Lanka,2002,16536535647,867.4914868,88010895174,4616.970806,80.7,19062476,73.9,59.63595674,3.89,149,5,5,,98,139,15.1,98,0.1,Developing Country
Sri Lanka,2003,18881765437,982.195697,94970515774,4940.196521,74.27824402,19224036,74.1,72.4280894,3.95,146,5,5,32,98,65,15.6,99,0.1,Developing Country
Sri Lanka,2004,20662525941,1065.784437,1.03E+11,5304.427424,75.8337326,19387153,69.2,15.35342268,4.28,197,6,10,62,97,35,16.1,97,0.1,Developing Country
Sri Lanka,2005,24406252457,1248.721793,1.13E+11,5764.132459,77.39506531,19544988,74.3,97.76637062,4.6,138,4,5,99,99,3,16.6,99,0.1,Developing Country
Sri Lanka,2006,28279814925,1435.816813,1.25E+11,6344.937617,78.9683075,19695977,73.8,120.2471713,4.6,145,4,5,98,98,0,17.2,98,0.1,Developing Country
Sri Lanka,2007,32350248411,1630.388906,1.37E+11,6906.996548,80,19842044,73.6,127.6377505,3.76,146,4,5,98,98,44,17.9,98,0.1,Developing Country
Sri Lanka,2008,40713812310,2037.322103,1.48E+11,7407.324792,82.17324829,19983984,72.2,17.81424344,3.44,172,4,4,98,98,33,18.5,98,0.1,Developing Country
Sri Lanka,2009,42066217872,2090.401826,1.54E+11,7674.350942,83.80799866,20123508,71.9,13.39092189,3.37,183,4,4,97,97,21,19.2,97,0.1,Developing Country
Sri Lanka,2010,56725745039,2799.648532,1.69E+11,8328.906209,85.3,20261738,74.7,191.7267589,3.43,138,3,4,99,99,79,19.8,99,0.1,Developing Country
Sri Lanka,2011,65292741297,3200.860558,1.87E+11,9155.73689,87.76,20398496,74.8,20.83302367,3.28,141,3,4,99,99,60,2.5,99,0.1,Developing Country
Sri Lanka,2012,68434399083,3332.963308,2.08E+11,10118.12216,88.80839539,20532599,75,20.76877311,3.21,143,3,4,99,99,51,21.2,99,0.1,Developing Country
Sri Lanka,2013,74317806755,3596.651799,2.19E+11,10578.09269,90.2,20663053,75,41.62053588,3.68,142,3,3,99,99,2107,21.9,99,0.1,Developing Country
Sri Lanka,2014,79356456990,3817.322615,2.34E+11,11244.62037,92.19206238,20788512,75.1,42.7308283,3.5,141,3,3,99,99,1686,22.7,99,0.1,Developing Country
Sri Lanka,2015,80611989527,3855.552755,2.48E+11,11865.76454,93.88990021,20908024,75.2,0,,138,3,3,99,99,1568,23.4,99,0.1,Developing Country
Sudan,2000,12257418326,449.4009088,61777803127,2264.995787,23,27275019,58.8,30.86000992,3.23,284,71,109,,62,2875,,62,0.1,Least Developed Country
Sudan,2001,13182979784,471.3075504,67236716113,2403.794323,31.78651237,27971077,59.2,28.88069657,2.96,283,71,108,,66,4362,,66,0.2,Least Developed Country
Sudan,2002,14803189093,515.704562,72690085220,2532.333292,32.16945648,28704786,59.8,30.62287548,2.95,277,70,106,,6,4529,,6,0.2,Least Developed Country
Sudan,2003,17646503525,598.9882501,79766701733,2707.579834,32.54611969,29460517,60,35.35264737,3.18,278,69,104,,69,4381,,69,0.2,Least Developed Country
Sudan,2004,21457470203,710.178592,85095170282,2816.39763,32.92256165,30214189,60.2,37.04479956,3.39,278,68,102,,74,9562,,74,0.2,Least Developed Country
Sudan,2005,26524538566,857.0260123,94317769103,3047.471734,33.3048439,30949514,61.3,37.59039592,3.18,261,66,101,22,78,1374,,78,0.2,Least Developed Country
Sudan,2006,35822408612,1131.406978,1.07E+11,3377.938965,33.69903183,31661824,61.6,60.3368571,3.93,26,66,99,6,77,228,,78,0.2,Least Developed Country
Sudan,2007,45898948564,1418.358177,1.22E+11,3784.805128,34.11118698,32360619,62.1,86.13166944,4.72,254,65,97,78,84,327,,84,0.3,Least Developed Country
Sudan,2008,54526580232,1649.279741,1.35E+11,4071.360598,34.54586411,33060844,62.5,128.6362711,8.17,251,64,95,78,85,129,,86,0.3,Least Developed Country
Sudan,2009,53150209168,1573.246414,1.40E+11,4144.759482,29,33783779,62.8,17.0536929,8.4,248,63,94,72,81,68,,81,0.3,Least Developed Country
Sudan,2010,65634109237,1899.958971,1.47E+11,4242.923562,35.47529984,34545014,63.2,172.0097884,7.97,243,62,92,75,9,680,,9,0.3,Least Developed Country
Sudan,2011,67327289320,1904.608385,1.47E+11,4149.662225,35.96404648,35349676,63.5,196.6892153,8.3,241,61,91,93,93,5616,,93,0.3,Least Developed Country
Sudan,2012,68125631150,1882.246874,1.50E+11,4152.156331,36.46480942,36193781,64,220.522192,8.2,235,61,89,92,92,8523,,92,0.3,Least Developed Country
Sudan,2013,72065940086,1943.916196,1.60E+11,4306.148757,36.97458649,37072555,64.3,227.8353208,8.42,232,60,88,93,93,2813,,93,0.3,Least Developed Country
Sudan,2014,82151588419,2163.155784,1.67E+11,4397.809112,44.9,37977657,64.6,253.6086508,8.43,229,59,86,94,94,676,,94,0.3,Least Developed Country
Sudan,2015,97156119150,2497.397348,1.77E+11,4551.997152,38.00915527,38902948,64.8,0,,225,58,85,93,93,3585,,93,0.3,Least Developed Country
Suriname,2000,892164393.9,1894.417158,3673119635,7799.482815,97.44142914,470944,67.7,268.1837972,9.65,224,0,0,,7,0,47.6,71,0.4,Developing Country
Suriname,2001,763465550.5,1601.987415,3911341618,8207.207313,96.74906921,476574,67.6,191.2135044,8.38,219,0,0,,65,0,48.3,68,1.8,Developing Country
Suriname,2002,1078402128,2236.290982,4084459682,8469.976197,96.04437256,482228,67.7,250.7112373,7.14,221,0,0,,74,0,49,73,1.6,Developing Country
Suriname,2003,1271196078,2605.240991,4422411603,9063.470366,95.33338928,487938,67.9,32.3662077,6.62,223,0,0,,74,0,49.7,75,1,Developing Country
Suriname,2004,1484092538,3006.183233,4927497463,9981.156747,94.62218475,493680,68.3,4.23257668,6.88,214,0,0,,84,0,5.4,85,0.9,Developing Country
Suriname,2005,1793754805,3591.381118,5309630581,10630.72108,93.91681671,499461,68.7,418.9206608,6.78,25,0,0,83,84,0,51.1,83,0.6,Developing Country
Suriname,2006,2626380435,5197.747907,5787235713,11453.25023,91.01983989,505292,69.2,72.800168,6.22,199,0,0,84,84,0,51.8,84,0.6,Developing Country
Suriname,2007,2936612022,5744.759727,6246457235,12219.65847,92.54787445,511181,69.6,685.0299083,5.92,22,0,0,84,84,0,52.6,84,0.8,Developing Country
Suriname,2008,3532969035,6831.983622,6631809489,12824.45823,91.89490509,517122,69.8,815.4355995,5.92,196,0,0,84,85,0,53.3,85,1.2,Developing Country
Suriname,2009,3875409836,7408.360786,6883753493,13159.20937,91.26296234,523113,70.1,885.0739766,6.14,196,0,0,87,85,0,54.1,87,0.6,Developing Country
Suriname,2010,4368398048,8255.874872,7323921720,13841.54572,91.19751586,529126,70.4,99.08095375,5.81,19,0,0,86,96,0,54.8,96,0.5,Developing Country
Suriname,2011,4422276622,8263.203803,7914263444,14788.12326,90.05014801,535177,70.7,989.1263558,5.93,187,0,0,86,86,0,55.5,86,0.1,Developing Country
Suriname,2012,4980000000,9200.974786,8283051968,15303.64504,89.46326447,541247,71,1168.324095,6.9,178,0,0,84,84,0,56.3,84,0.9,Developing Country
Suriname,2013,5145757576,9402.164419,8675655080,15851.88076,88.88539124,547295,71.1,1122.972967,5.96,179,0,0,86,86,0,57,86,0.4,Developing Country
Suriname,2014,5240606061,9471.922001,8862374983,16017.94212,88.31352997,553278,71.2,1132.432517,5.69,178,0,0,85,85,0,57.7,85,0.4,Developing Country
Suriname,2015,4826587058,8632.223748,8651607280,15473.17161,87.74467468,559136,71.6,0,,176,0,0,89,89,0,58.3,89,0.4,Developing Country
Sweden,2000,2.59802E+11,29251.5745,2.61E+11,29421.93794,100,8881642,79.7,3689.7273,8.18,73,0,0,,99,59,52.8,99,0.1,Developed Country
Sweden,2001,2.39917E+11,26963.66147,2.65E+11,29763.88192,100,8897802,80,3554.546434,8.86,73,0,0,,99,5,53.4,99,0.1,Developed Country
Sweden,2002,2.63926E+11,29585.80959,2.74E+11,30765.87437,100,8920703,80.1,3998.09987,9.23,71,0,0,,99,9,53.9,99,0.1,Developed Country
Sweden,2003,3.31109E+11,36989.46199,2.83E+11,31607.00499,100,8951439,80.3,5067.411418,9.31,69,0,0,,99,3,54.4,99,0.1,Developed Country
Sweden,2004,3.81705E+11,42455.80664,3.02E+11,33619.49177,100,8990653,80.4,5793.363644,9.9,7,0,0,,99,5,54.9,99,0.1,Developed Country
Sweden,2005,3.89042E+11,43042.18975,3.07E+11,33995.09946,100,9038627,80.6,599.0392403,9.6,66,0,0,,98,13,55.3,98,0.1,Developed Country
Sweden,2006,4.20032E+11,46176.81086,3.40E+11,37370.90627,100,9096170,80.9,6369.516139,8.95,64,0,0,,98,19,55.7,98,0.1,Developed Country
Sweden,2007,4.87816E+11,53237.96457,3.71E+11,40527.01755,100,9162941,81,7593.391622,8.92,63,0,0,,98,1,56.1,98,0.1,Developed Country
Sweden,2008,5.13966E+11,55645.46948,3.87E+11,41895.28873,100,9236433,81.2,8105.590882,9.23,62,0,0,,98,25,56.5,98,0.1,Developed Country
Sweden,2009,4.29657E+11,46134.76985,3.73E+11,40093.58699,100,9313085,81.5,682.1070608,9.94,62,0,0,,98,3,56.9,98,0.1,Developed Country
Sweden,2010,4.88378E+11,52009.53398,3.96E+11,42125.29547,100,9390157,81.5,778.2477467,9.47,58,0,0,,98,6,57.3,98,0.1,Developed Country
Sweden,2011,5.6311E+11,59483.17427,4.21E+11,44421.44206,100,9466705,81.8,11477.6671,11.7,58,0,0,42,98,26,57.7,98,0.1,Developed Country
Sweden,2012,5.43881E+11,56993.7208,4.31E+11,45193.12033,100,9542817,81.8,10947.02327,11.8,57,0,0,53,98,30,58.1,98,0.1,Developed Country
Sweden,2013,5.78742E+11,60172.70105,4.43E+11,46053.84836,100,9618016,82.1,1212.666327,11.97,57,0,0,67,98,51,58.5,98,0.1,Developed Country
Sweden,2014,5.73818E+11,59204.45812,4.56E+11,47064.9313,100,9692137,82.3,1142.212403,11.93,54,0,0,67,98,26,59,98,0.1,Developed Country
Sweden,2015,4.97918E+11,50990.34407,4.80E+11,49146.71634,100,9764949,82.1,0,,53,0,0,67,98,22,59.5,98,0.1,Developed Country
Switzerland,2000,2.72055E+11,38082.93498,2.57E+11,35957.18009,100,7143764,79.8,5834.582046,9.91,78,0,0,,95,0,5.8,93,0.1,Developed Country
Switzerland,2001,2.78631E+11,38811.04865,2.66E+11,37037.63795,100,7179174,80.3,6478.346135,1.28,75,0,0,,95,700,51.3,93,0.1,Developed Country
Switzerland,2002,3.01417E+11,41745.29508,2.75E+11,38054.57118,100,7220378,80.5,6853.628494,1.61,74,0,0,,95,0,51.8,93,0.1,Developed Country
Switzerland,2003,3.52915E+11,48554.92506,2.77E+11,38079.85672,100,7268363,80.6,842.2768087,1.93,72,0,0,,95,574,52.3,93,0.1,Developed Country
Switzerland,2004,3.94164E+11,53820.08843,2.89E+11,39522.47401,100,7323728,81.1,9495.540576,1.96,69,0,0,,95,39,52.8,93,0.1,Developed Country
Switzerland,2005,4.08689E+11,55326.84764,3.02E+11,40848.52189,100,7386818,81.2,10055.34981,1.86,66,0,0,,94,60,53.2,94,0.1,Developed Country
Switzerland,2006,4.30921E+11,57780.02759,3.38E+11,45263.50372,100,7457961,81.6,10598.08187,1.39,65,0,0,,94,0,53.7,94,0.1,Developed Country
Switzerland,2007,4.79913E+11,63674.39641,3.76E+11,49839.65827,100,7536986,81.8,11892.33429,1.21,63,0,0,,94,1015,54.1,94,0.1,Developed Country
Switzerland,2008,5.54363E+11,72724.14287,4.02E+11,52756.14327,100,7622826,82.1,2084.255535,1.29,6,0,0,,96,2022,54.6,95,0.1,Developed Country
Switzerland,2009,5.41507E+11,70198.77883,4.01E+11,51969.88782,100,7713902,82.1,14714.82588,11,6,0,0,,96,958,55,95,0.1,Developed Country
Switzerland,2010,5.83783E+11,74760.83364,4.15E+11,53178.05765,100,7808674,82.4,2198.590865,11.7,57,0,0,,96,77,55.4,95,0.1,Developed Country
Switzerland,2011,6.9958E+11,88476.12247,4.45E+11,56222.26287,100,7906988,82.7,18822.86732,11.21,55,0,0,,96,621,55.8,96,0.1,Developed Country
Switzerland,2012,6.68044E+11,83421.96723,4.63E+11,57769.06092,100,8008006,82.8,18379.32974,11.59,54,0,0,,96,61,56.2,96,0.1,Developed Country
Switzerland,2013,6.88504E+11,84907.47342,4.86E+11,59963.75034,100,8108876,82.9,19099.04506,11.71,52,0,0,,96,175,56.6,96,0.1,Developed Country
Switzerland,2014,7.09183E+11,86422.41051,5.07E+11,61771.21933,100,8206003,83.3,19479.91161,11.66,51,0,0,,96,23,57,96,0.1,Developed Country
Switzerland,2015,6.79289E+11,81873.88074,5.30E+11,63828.17781,100,8296775,83,0,,49,0,0,,97,35,57.4,97,0.1,Developed Country
Tajikistan,2000,860550305.8,138.4338419,5862862333,943.1390026,98.46774194,6216329,65.5,8.943006492,4.64,198,14,17,,86,192,31.3,83,0.3,Developing Country
Tajikistan,2001,1080774007,171.0488718,6565491793,1039.088613,98.49528503,6318510,66.1,1.142003812,4.59,194,13,16,,84,38,31.6,85,0.3,Developing Country
Tajikistan,2002,1221113780,190.0015856,7392158408,1150.197337,99,6426861,66.4,10.68147485,4.48,193,12,15,39,84,927,32.1,85,0.3,Developing Country
Tajikistan,2003,1554125531,237.5775666,8352293081,1276.806427,100,6541550,67,13.25723997,4.46,182,11,14,58,82,2144,32.5,85,0.3,Developing Country
Tajikistan,2004,2076148696,311.6221632,9466637510,1420.906925,98.73070526,6662391,67.6,2.093721752,5.7,177,11,13,81,82,4,33,86,0.3,Developing Country
Tajikistan,2005,2312319579,340.5820112,10410101725,1533.305956,99.3,6789318,67.4,19.83672308,5.89,194,10,12,81,79,0,33.5,84,0.3,Developing Country
Tajikistan,2006,2830236054,408.8406296,11481089282,1658.49621,98.90644836,6922590,67.9,2.626234903,5.7,183,10,12,88,76,3,34.1,83,0.3,Developing Country
Tajikistan,2007,3719497371,526.642042,12704385240,1798.808473,99.01660919,7062667,68.4,2.272404904,5.35,181,10,12,84,85,2,34.7,86,0.3,Developing Country
Tajikistan,2008,5161336170,715.8655446,13976034682,1938.444106,99.14608002,7209924,69,4.153362912,5.58,178,10,12,86,87,0,35.3,86,0.3,Developing Country
Tajikistan,2009,4979481980,676.1235111,14630790669,1986.596517,99,7364752,69.7,35.71613793,5.93,174,10,12,93,93,0,35.9,93,0.2,Developing Country
Tajikistan,2010,5642178580,749.5524123,15766419995,2094.538124,99.46128082,7527397,69.7,43.34099958,6.4,171,10,12,93,95,0,36.6,93,0.2,Developing Country
Tajikistan,2011,6522732203,847.3824321,17286955073,2245.78621,99.63639069,7697507,70,51.9919227,5.98,166,10,12,96,97,1,37.4,96,0.2,Developing Country
Tajikistan,2012,7633049792,969.2961039,18937444009,2404.804265,99.1,7874838,70.1,71.50892145,6.39,164,10,12,94,96,16,38.2,94,0.2,Developing Country
Tajikistan,2013,8506674783,1055.447254,20695759589,2567.781559,99.91744995,8059782,70.3,1.0419164,6.75,163,10,11,96,97,1,39,96,0.2,Developing Country
Tajikistan,2014,9236309138,1119.168985,22501408546,2726.508846,99.97840881,8252828,70.4,7.829008596,6.88,162,10,11,97,94,0,39.9,97,0.2,Developing Country
Tajikistan,2015,7853450374,928.9605777,24108431840,2851.712522,99.9973526,8454019,70.6,0,,161,10,11,96,96,3,4.7,96,0.2,Developing Country
Thailand,2000,1.26392E+11,2007.736459,4.60E+11,7312.811046,82.1,62952639,70.6,0.27564826,3.4,194,18,21,95,97,4074,18.7,97,0.8,Developing Country
Thailand,2001,1.20297E+11,1893.268489,4.87E+11,7659.243975,88.23482513,63539190,70.9,176.0625201,3.32,194,17,20,95,97,7319,19.4,96,0.8,Developing Country
Thailand,2002,1.34301E+11,2096.187802,5.25E+11,8190.495259,89.26166534,64069093,71.2,27.63810304,3.7,192,16,19,95,97,10315,2.2,96,0.7,Developing Country
Thailand,2003,1.52281E+11,2359.116457,5.73E+11,8875.773894,90.2822113,64549867,71.5,282.8364612,3.58,189,15,18,96,98,4519,2.9,98,0.6,Developing Country
Thailand,2004,1.72895E+11,2660.122627,6.25E+11,9621.584949,91.30254364,64995303,71.4,301.3597791,3.51,189,14,16,96,98,4165,21.7,98,0.5,Developing Country
Thailand,2005,1.89318E+11,2894.061896,6.72E+11,10270.27254,92.32872009,65416189,72.3,321.1953005,3.55,177,13,15,96,98,3526,22.6,98,0.5,Developing Country
Thailand,2006,2.21758E+11,3369.54761,7.27E+11,11039.84142,99.14620148,65812540,72.8,433.9210918,3.49,168,13,15,96,98,3588,23.6,98,0.5,Developing Country
Thailand,2007,2.62943E+11,3973.019798,7.87E+11,11885.80991,94.42284393,66182064,73.2,520.7639087,3.56,165,12,14,96,98,3893,24.6,98,0.4,Developing Country
Thailand,2008,2.91383E+11,4379.660141,8.16E+11,12261.46064,95.50141144,66530980,73.4,609.9511632,3.92,162,11,13,98,99,7790,25.7,99,0.3,Developing Country
Thailand,2009,2.8171E+11,4213.001856,8.16E+11,12207.96936,98.96,66866834,73.7,547.2101411,4.11,16,11,12,98,99,6071,26.8,99,0.3,Developing Country
Thailand,2010,3.41105E+11,5076.34269,8.88E+11,13213.31395,99.7,67195032,74,71.6850913,3.81,158,10,12,98,99,2583,27.9,99,0.2,Developing Country
Thailand,2011,3.70819E+11,5492.115671,9.14E+11,13537.48894,98.71641541,67518379,74.3,748.4451054,4.12,155,10,11,98,99,3156,29,99,0.2,Developing Country
Thailand,2012,3.9756E+11,5860.607555,9.99E+11,14727.14044,99.10862355,67835969,74.6,801.0504655,4.17,154,9,11,98,99,5197,3.1,99,0.1,Developing Country
Thailand,2013,4.20529E+11,6171.130768,1.04E+12,15318.6327,99.85569763,68144519,74.8,788.6873403,4,153,9,10,99,99,2641,31.3,99,0.1,Developing Country
Thailand,2014,4.06522E+11,5939.932757,1.07E+12,15694.33255,99.98166656,68438748,75.1,789.0772949,4.12,152,8,10,99,99,0,32.4,99,0.1,Developing Country
Thailand,2015,3.99235E+11,5810.046449,1.12E+12,16293.6079,99.6,68714519,75.3,0,,148,8,9,99,99,154,33.6,99,0.1,Developing Country
Togo,2000,1294250233,262.8236245,4841277597,983.1191005,16.95623488,4924406,54.9,2.02964427,4.35,339,14,22,,63,3578,16.6,64,5.1,Developing Country
Togo,2001,1332328999,263.1724077,4866981697,961.3656178,19.47834969,5062571,54.9,2.048574874,4.29,345,14,22,,51,1833,17.1,5,5.3,Developing Country
Togo,2002,1474630207,283.7442481,4898374982,942.5317069,21.24183464,5197040,55,1.995182912,4.7,351,15,22,,58,363,17.5,59,5.3,Developing Country
Togo,2003,1673690430,313.9761611,5236534336,982.3482999,22.99903679,5330629,55.1,2.995959823,5,355,15,22,,72,295,17.9,72,5.2,Developing Country
Togo,2004,1937074572,354.2714072,5491465960,1004.333752,24.75601578,5467770,55.3,3.989928468,5.6,355,15,22,,71,61,18.4,71,5.1,Developing Country
Togo,2005,2115154262,376.922456,5729362761,1020.977771,26.51883888,5611643,55.4,36.62174288,5.17,357,15,22,,8,38,18.9,82,5,Developing Country
Togo,2006,2202809251,382.2409748,6141948582,1065.777444,27.9,5762881,55.9,6.226048785,5.56,345,15,22,,85,26,19.3,84,5,Developing Country
Togo,2007,2523462557,426.2346475,6451395966,1089.696567,30.08626366,5920360,56.1,0.675682939,5.55,344,14,22,,72,8,19.8,82,5.1,Developing Country
Togo,2008,3163416242,520.006477,6844053778,1125.034463,31.90147972,6083417,56.4,69.35924758,5.73,344,14,22,24,8,187,2.4,81,4.8,Developing Country
